caseid,alt,choice,numalts,ivtt,ovtt,tvtt,cost,dist,female,age,numveh,hhinc,wkccbd,vehbywrk
2965,SR3+,0,4,18.2,6.5,24.7,12.66,4.68,0,59,1,47.5,0,1
2965,Transit,0,4,7.96,23.6,31.56,55,4.68,0,59,1,47.5,0,1
2966,DA,1,4,9.8,6,15.8,49.36,5.46,0,28,2,67.5,0,1
2966,SR2,0,4,14.8,6,20.8,24.68,5.46,0,28,2,67.5,0,1
2966,SR3+,0,4,16.8,6,22.8,14.1,5.46,0,28,2,67.5,0,1
2966,Transit,0,4,16.87,19,35.87,60,5.46,0,28,2,67.5,0,1
2967,DA,1,4,48.96,5.5,54.46,399.94,39.99,0,41,2,55,0,1
2967,SR2,0,4,54.16,5.5,59.66,199.97,39.99,0,41,2,55,0,1
2967,SR3+,0,4,56.16,5.5,61.66,100.55,39.99,0,41,2,55,0,1
2967,Transit,0,4,67.84,32.3,100.14,404.25,39.99,0,41,2,55,0,1
2968,DA,1,4,7.88,4.5,12.38,39.85,4.31,1,50,3,87.5,0,0.6
2968,SR2,0,4,12.88,4.5,17.38,19.93,4.31,1,50,3,87.5,0,0.6
2968,SR3+,0,4,14.88,4.5,19.38,11.39,4.31,1,50,3,87.5,0,0.6
2968,Transit,0,4,15.56,31.8,47.36,120,4.31,1,50,3,87.5,0,0.6
2969,DA,0,5,4.5,6,10.5,17.96,1.86,0,23,3,87.5,0,0.6
2969,SR2,0,5,9.5,6,15.5,8.98,1.86,0,23,3,87.5,0,0.6
2969,SR3+,0,5,11.5,6,17.5,5.13,1.86,0,23,3,87.5,0,0.6
2969,Transit,0,5,7.06,17.6,24.66,60,1.86,0,23,3,87.5,0,0.6
2969,Walk,1,5,0,0,43.2,0,1.86,0,23,3,87.5,0,0.6
2970,DA,1,4,36.4,6.5,42.9,250.53,28.43,0,40,2,87.5,0,1
2970,SR2,0,4,39.7,6.5,46.2,127.01,28.43,0,40,2,87.5,0,1
2970,SR3+,0,4,41.7,6.5,48.2,72.58,28.43,0,40,2,87.5,0,1
2970,Transit,0,4,52.39,22,74.39,142.41,28.43,0,40,2,87.5,0,1
2971,DA,1,5,7.4,4.5,11.9,38.46,4.21,1,39,2,87.5,0,1
2971,SR2,0,5,12.4,4.5,16.9,19.23,4.21,1,39,2,87.5,0,1
2971,SR3+,0,5,14.4,4.5,18.9,10.99,4.21,1,39,2,87.5,0,1
2971,Transit,0,5,11.51,25.6,37.11,60,4.21,1,39,2,87.5,0,1
2971,Bike,0,5,22.05,4.5,26.55,0,4.21,1,39,2,87.5,0,1
2972,DA,1,5,12.68,3,15.68,82.4,9.14,1,29,1,37.5,0,1
2972,SR2,0,5,17.68,3,20.68,41.2,9.14,1,29,1,37.5,0,1
2972,SR3+,0,5,19.68,3,22.68,23.54,9.14,1,29,1,37.5,0,1
2972,Transit,0,5,27,52,79,147.41,9.14,1,29,1,37.5,0,1
2972,Bike,0,5,47.25,3,50.25,0,9.14,1,29,1,37.5,0,1
2973,DA,1,4,11.08,3.5,14.58,78.65,8.66,1,30,2,67.5,0,1
2973,SR2,0,4,16.08,3.5,19.58,39.33,8.66,1,30,2,67.5,0,1
2973,SR3+,0,4,18.08,3.5,21.58,22.47,8.66,1,30,2,67.5,0,1
2973,Transit,0,4,14.17,17.8,31.97,105.98,8.66,1,30,2,67.5,0,1
2974,DA,1,4,29.88,6.5,36.38,288.58,23.56,0,34,2,67.5,0,1
2974,SR2,0,4,34.98,6.5,41.48,144.29,23.56,0,34,2,67.5,0,1
2974,SR3+,0,4,36.98,6.5,43.48,82.45,23.56,0,34,2,67.5,0,1
2974,Transit,0,4,43.26,22.1,65.36,219.98,23.56,0,34,2,67.5,0,1
2975,DA,1,5,5.44,3.5,8.94,23.28,2.44,0,60,1,32.5,0,1
2975,SR2,0,5,10.44,3.5,13.94,11.64,2.44,0,60,1,32.5,0,1
2975,SR3+,0,5,12.44,3.5,15.94,6.65,2.44,0,60,1,32.5,0,1
2975,Transit,0,5,6.75,21.76,28.51,60,2.44,0,60,1,32.5,0,1
2975,Walk,0,5,0,0,52.3,0,2.44,0,60,1,32.5,0,1
2976,DA,1,5,17.46,5.5,22.96,80.75,8.74,1,50,5,87.5,0,2.5
2976,SR2,0,5,22.46,5.5,27.96,40.37,8.74,1,50,5,87.5,0,2.5
2976,SR3+,0,5,24.46,5.5,29.96,23.07,8.74,1,50,5,87.5,0,2.5
2976,Transit,0,5,21.19,22,43.19,115.22,8.74,1,50,5,87.5,0,2.5
2976,Bike,0,5,46.3,5.5,51.8,0,8.74,1,50,5,87.5,0,2.5
2977,DA,1,4,27.16,2,29.16,171.17,18.91,0,52,5,87.5,0,2.5
2977,SR2,0,4,32.16,2,34.16,85.59,18.91,0,52,5,87.5,0,2.5
2977,SR3+,0,4,34.16,2,36.16,48.91,18.91,0,52,5,87.5,0,2.5
2977,Transit,0,4,39.42,49.2,88.62,235.22,18.91,0,52,5,87.5,0,2.5
2978,DA,1,5,9.06,4.5,13.56,55.98,6.25,0,50,2,87.5,0,1
2978,SR2,0,5,14.06,4.5,18.56,27.99,6.25,0,50,2,87.5,0,1
2978,SR3+,0,5,16.06,4.5,20.56,15.99,6.25,0,50,2,87.5,0,1
2978,Transit,0,5,17.92,31,48.92,160.49,6.25,0,50,2,87.5,0,1
2978,Bike,0,5,32.1,4.5,36.6,0,6.25,0,50,2,87.5,0,1
2979,DA,1,6,8.2,2,10.2,14.39,0.85,0,19,4,145,0,2
2979,SR2,0,6,13.2,2,15.2,7.19,0.85,0,19,4,145,0,2
2979,SR3+,0,6,15.2,2,17.2,4.11,0.85,0,19,4,145,0,2
2979,Transit,0,6,1.55,15.5,17.05,60,0.85,0,19,4,145,0,2
2979,Bike,0,6,8.25,2,10.25,0,0.85,0,19,4,145,0,2
2979,Walk,0,6,0,0,19,0,0.85,0,19,4,145,0,2
2980,DA,1,5,15.28,2.5,17.78,93.57,9.53,0,19,3,32.5,0,1.5
2980,SR2,0,5,20.28,2.5,22.78,46.78,9.53,0,19,3,32.5,0,1.5
2980,SR3+,0,5,22.28,2.5,24.78,26.73,9.53,0,19,3,32.5,0,1.5
2980,Transit,0,5,52.19,58.96,111.15,180,9.53,0,19,3,32.5,0,1.5
2980,Bike,0,5,53.65,2.5,56.15,0,9.53,0,19,3,32.5,0,1.5
2981,DA,1,4,22.2,3,25.2,202,17.36,0,43,2,87.5,0,2
2981,SR2,0,4,27.2,3,30.2,101,17.36,0,43,2,87.5,0,2
2981,SR3+,0,4,29.2,3,32.2,44,17.36,0,43,2,87.5,0,2
2981,Transit,0,4,47.53,56.6,104.13,275,17.36,0,43,2,87.5,0,2
2982,DA,1,5,15.94,3.5,19.44,66.53,7.14,0,40,2,67.5,0,1
2982,SR2,0,5,20.94,3.5,24.44,33.27,7.14,0,40,2,67.5,0,1
2982,SR3+,0,5,22.94,3.5,26.44,19.01,7.14,0,40,2,67.5,0,1
2982,Transit,0,5,15.15,17.6,32.75,99.88,7.14,0,40,2,67.5,0,1
2982,Bike,0,5,38.15,3.5,41.65,0,7.14,0,40,2,67.5,0,1
2983,DA,0,4,37.38,3.5,40.88,236.84,26.94,1,39,1,145,0,1
2983,SR2,0,4,40.58,3.5,44.08,118.42,26.94,1,39,1,145,0,1
2983,SR3+,1,4,42.58,3.5,46.08,67.67,26.94,1,39,1,145,0,1
2983,Transit,0,4,67.14,44.4,111.54,350,26.94,1,39,1,145,0,1
2984,DA,1,6,6.36,2,8.36,28.51,2.95,1,29,1,37.5,0,1
2984,SR2,0,6,11.36,2,13.36,14.26,2.95,1,29,1,37.5,0,1
2984,SR3+,0,6,13.36,2,15.36,8.15,2.95,1,29,1,37.5,0,1
2984,Transit,0,6,1.4,24.87,26.27,60,2.95,1,29,1,37.5,0,1
2984,Bike,0,6,16.35,2,18.35,0,2.95,1,29,1,37.5,0,1
2984,Walk,0,6,0,0,61,0,2.95,1,29,1,37.5,0,1
2985,DA,1,5,6.98,3.5,10.48,71.47,2.84,1,24,2,87.5,0,1
2985,SR2,0,5,11.98,3.5,15.48,35.73,2.84,1,24,2,87.5,0,1
2985,SR3+,0,5,13.98,3.5,17.48,20.42,2.84,1,24,2,87.5,0,1
2985,Transit,0,5,2.98,18.64,21.62,100,2.84,1,24,2,87.5,0,1
2985,Walk,0,5,0,0,60.3,0,2.84,1,24,2,87.5,0,1
2986,DA,1,5,12.98,5.5,18.48,103.45,9.36,0,32,3,27.5,0,3
2986,SR2,0,5,17.98,5.5,23.48,51.73,9.36,0,32,3,27.5,0,3
2986,SR3+,0,5,19.98,5.5,25.48,29.56,9.36,0,32,3,27.5,0,3
2986,Transit,0,5,23.09,26.8,49.89,60,9.36,0,32,3,27.5,0,3
2986,Bike,0,5,47.85,5.5,53.35,0,9.36,0,32,3,27.5,0,3
2987,DA,1,5,6.48,3,9.48,29.3,3.1,0,35,1,7.5,0,1
2987,SR2,0,5,11.48,3,14.48,14.65,3.1,0,35,1,7.5,0,1
2987,SR3+,0,5,13.48,3,16.48,8.37,3.1,0,35,1,7.5,0,1
2987,Transit,0,5,14.84,31,45.84,121.98,3.1,0,35,1,7.5,0,1
2987,Walk,0,5,0,0,65,0,3.1,0,35,1,7.5,0,1
2988,DA,1,4,12.88,4.5,17.38,71.33,7.87,1,25,2,42.5,0,1
2988,SR2,0,4,17.88,4.5,22.38,35.66,7.87,1,25,2,42.5,0,1
2988,SR3+,0,4,19.88,4.5,24.38,20.38,7.87,1,25,2,42.5,0,1
2988,Transit,0,4,24.19,52,76.19,147.67,7.87,1,25,2,42.5,0,1
2989,DA,1,6,4.5,4.5,9,19.97,2.04,1,20,4,87.5,0,1
2989,SR2,0,6,9.5,4.5,14,9.98,2.04,1,20,4,87.5,0,1
2989,SR3+,0,6,11.5,4.5,16,5.71,2.04,1,20,4,87.5,0,1
2989,Transit,0,6,2.13,23.2,25.33,60,2.04,1,20,4,87.5,0,1
2989,Bike,0,6,11.45,4.5,15.95,0,2.04,1,20,4,87.5,0,1
2989,Walk,0,6,0,0,45.3,0,2.04,1,20,4,87.5,0,1
2990,DA,0,4,28.8,6.5,35.3,563.24,18.51,1,47,4,87.5,1,1
2990,SR2,0,4,33.9,6.5,40.4,281.62,18.51,1,47,4,87.5,1,1
2990,SR3+,0,4,35.9,6.5,42.4,160.93,18.51,1,47,4,87.5,1,1
2990,Transit,1,4,48.19,33.06,81.25,182,18.51,1,47,4,87.5,1,1
2991,DA,1,4,10.48,3.5,13.98,56.51,6.32,0,45,1,47.5,0,1
2991,SR2,0,4,15.48,3.5,18.98,28.25,6.32,0,45,1,47.5,0,1
2991,SR3+,0,4,17.48,3.5,20.98,16.14,6.32,0,45,1,47.5,0,1
2991,Transit,0,4,16.77,21.76,38.53,60,6.32,0,45,1,47.5,0,1
2992,DA,0,4,28.08,7.5,35.58,417.36,20.19,0,60,1,42.5,1,1
2992,SR2,0,4,33.08,7.5,40.58,208.68,20.19,0,60,1,42.5,1,1
2992,SR3+,0,4,35.08,7.5,42.58,119.25,20.19,0,60,1,42.5,1,1
2992,Transit,1,4,45.53,24.12,69.65,243,20.19,0,60,1,42.5,1,1
2993,DA,1,5,5.32,3.5,8.82,23.46,2.45,1,22,2,47.5,0,1
2993,SR2,0,5,10.32,3.5,13.82,11.73,2.45,1,22,2,47.5,0,1
2993,SR3+,0,5,12.32,3.5,15.82,6.7,2.45,1,22,2,47.5,0,1
2993,Transit,0,5,8.56,47.2,55.76,120,2.45,1,22,2,47.5,0,1
2993,Walk,0,5,0,0,52.5,0,2.45,1,22,2,47.5,0,1
2994,DA,1,4,29.56,5.5,35.06,170.13,19.19,0,32,7,145,0,2.33
2994,SR2,0,4,34.66,5.5,40.16,85.06,19.19,0,32,7,145,0,2.33
2994,SR3+,0,4,36.66,5.5,42.16,48.61,19.19,0,32,7,145,0,2.33
2994,Transit,0,4,50.89,26.8,77.69,207.25,19.19,0,32,7,145,0,2.33
2995,DA,0,4,29.26,7.5,36.76,487.42,18.98,0,35,7,145,1,2.33
2995,SR2,0,4,34.26,7.5,41.76,243.71,18.98,0,35,7,145,1,2.33
2995,SR3+,0,4,36.26,7.5,43.76,139.26,18.98,0,35,7,145,1,2.33
2995,Transit,1,4,33.88,19.1,52.98,207.25,18.98,0,35,7,145,1,2.33
2996,DA,1,4,38.2,3,41.2,232.21,26.37,0,24,1,32.5,0,1
2996,SR2,0,4,41.5,3,44.5,116.11,26.37,0,24,1,32.5,0,1
2996,SR3+,0,4,43.5,3,46.5,66.35,26.37,0,24,1,32.5,0,1
2996,Transit,0,4,45.58,36.04,81.62,325,26.37,0,24,1,32.5,0,1
2997,DA,1,4,23.88,2,25.88,186.7,20.83,1,55,2,22.5,0,2
2997,SR2,0,4,28.98,2,30.98,93.35,20.83,1,55,2,22.5,0,2
2997,SR3+,0,4,30.98,2,32.98,53.34,20.83,1,55,2,22.5,0,2
2997,Transit,0,4,49.91,32.79,82.7,230.26,20.83,1,55,2,22.5,0,2
2998,DA,1,5,7.8,3,10.8,35.84,3.66,0,46,1,67.5,0,1
2998,SR2,0,5,12.8,3,15.8,17.92,3.66,0,46,1,67.5,0,1
2998,SR3+,0,5,14.8,3,17.8,10.24,3.66,0,46,1,67.5,0,1
2998,Transit,0,5,13.21,58,71.21,160,3.66,0,46,1,67.5,0,1
2998,Walk,0,5,0,0,76.2,0,3.66,0,46,1,67.5,0,1
2999,DA,1,4,22.16,2,24.16,140.13,15.4,1,37,1,17.5,0,1
2999,SR2,0,4,27.16,2,29.16,70.07,15.4,1,37,1,17.5,0,1
2999,SR3+,0,4,29.16,2,31.16,40.04,15.4,1,37,1,17.5,0,1
2999,Transit,0,4,44.9,41.2,86.1,120,15.4,1,37,1,17.5,0,1
3000,DA,1,5,15.04,3.5,18.54,78.83,8.71,0,21,3,27.5,0,1
3000,SR2,0,5,20.04,3.5,23.54,39.41,8.71,0,21,3,27.5,0,1
3000,SR3+,0,5,22.04,3.5,25.54,22.52,8.71,0,21,3,27.5,0,1
3000,Transit,0,5,17.07,22,39.07,115.05,8.71,0,21,3,27.5,0,1
3000,Bike,0,5,45.2,3.5,48.7,0,8.71,0,21,3,27.5,0,1
3001,DA,1,5,9.26,3.5,12.76,46.39,5,1,56,5,67.5,0,1.67
3001,SR2,0,5,14.26,3.5,17.76,23.2,5,1,56,5,67.5,0,1.67
3001,SR3+,0,5,16.26,3.5,19.76,13.25,5,1,56,5,67.5,0,1.67
3001,Transit,0,5,9.75,36.4,46.15,120,5,1,56,5,67.5,0,1.67
3001,Bike,0,5,26.6,3.5,30.1,0,5,1,56,5,67.5,0,1.67
3002,DA,1,4,40.04,6.5,46.54,348.12,25.88,0,27,5,67.5,1,1.67
3002,SR2,0,4,45.14,6.5,51.64,174.06,25.88,0,27,5,67.5,1,1.67
3002,SR3+,0,4,47.14,6.5,53.64,99.46,25.88,0,27,5,67.5,1,1.67
3002,Transit,0,4,50.62,20.1,70.72,229.05,25.88,0,27,5,67.5,1,1.67
3003,DA,1,6,6.3,3,9.3,26.6,2.8,1,40,2,22.5,0,1
3003,SR2,0,6,11.3,3,14.3,13.3,2.8,1,40,2,22.5,0,1
3003,SR3+,0,6,13.3,3,16.3,7.6,2.8,1,40,2,22.5,0,1
3003,Transit,0,6,4.14,22.72,26.86,60,2.8,1,40,2,22.5,0,1
3003,Bike,0,6,15.25,3,18.25,0,2.8,1,40,2,22.5,0,1
3003,Walk,0,6,0,0,59,0,2.8,1,40,2,22.5,0,1
3004,DA,1,3,41.14,4.5,45.64,280,31.67,0,64,2,67.5,0,1
3004,SR2,0,3,44.44,4.5,48.94,140,31.67,0,64,2,67.5,0,1
3004,SR3+,0,3,46.44,4.5,50.94,80,31.67,0,64,2,67.5,0,1
3005,DA,1,4,11.06,3.5,14.56,47.87,5.22,1,50,2,32.5,0,1
3005,SR2,0,4,16.06,3.5,19.56,23.94,5.22,1,50,2,32.5,0,1
3005,SR3+,0,4,18.06,3.5,21.56,13.68,5.22,1,50,2,32.5,0,1
3005,Transit,0,4,25.16,23.6,48.76,60,5.22,1,50,2,32.5,0,1
3006,DA,0,4,33.28,7.5,40.78,409.72,23.84,0,50,2,32.5,1,1
3006,SR2,1,4,38.38,7.5,45.88,204.86,23.84,0,50,2,32.5,1,1
3006,SR3+,0,4,40.38,7.5,47.88,117.06,23.84,0,50,2,32.5,1,1
3006,Transit,0,4,34.77,21.6,56.37,206.55,23.84,0,50,2,32.5,1,1
3007,DA,0,4,36.28,7.5,43.78,537.3,24.71,0,33,1,47.5,1,1
3007,SR2,0,4,41.38,7.5,48.88,268.65,24.71,0,33,1,47.5,1,1
3007,SR3+,0,4,43.38,7.5,50.88,153.51,24.71,0,33,1,47.5,1,1
3007,Transit,1,4,40.4,19.1,59.5,204.28,24.71,0,33,1,47.5,1,1
3008,DA,1,6,7.8,4.5,12.3,36.45,3.78,0,25,2,37.5,0,2
3008,SR2,0,6,12.8,4.5,17.3,18.22,3.78,0,25,2,37.5,0,2
3008,SR3+,0,6,14.8,4.5,19.3,10.41,3.78,0,25,2,37.5,0,2
3008,Transit,0,6,8.59,15.6,24.19,68.17,3.78,0,25,2,37.5,0,2
3008,Bike,0,6,20.9,4.5,25.4,0,3.78,0,25,2,37.5,0,2
3008,Walk,0,6,0,0,77.5,0,3.78,0,25,2,37.5,0,2
3009,SR2,1,3,24.48,5.5,29.98,182.39,14.1,1,27,1,47.5,1,0.5
3009,SR3+,0,3,26.48,5.5,31.98,104.22,14.1,1,27,1,47.5,1,0.5
3009,Transit,0,3,52.3,46.65,98.95,308,14.1,1,27,1,47.5,1,0.5
3010,DA,0,4,22.42,6.5,28.92,835.42,15.34,0,30,1,47.5,1,0.5
3010,SR2,1,4,27.42,6.5,33.92,417.71,15.34,0,30,1,47.5,1,0.5
3010,SR3+,0,4,29.42,6.5,35.92,238.69,15.34,0,30,1,47.5,1,0.5
3010,Transit,0,4,56.32,49.76,106.08,308,15.34,0,30,1,47.5,1,0.5
3011,DA,1,4,17.32,5.5,22.82,95.66,10.58,0,44,1,42.5,0,1
3011,SR2,0,4,22.32,5.5,27.82,47.83,10.58,0,44,1,42.5,0,1
3011,SR3+,0,4,24.32,5.5,29.82,27.33,10.58,0,44,1,42.5,0,1
3011,Transit,0,4,20.51,12.67,33.18,178.83,10.58,0,44,1,42.5,0,1
3012,DA,1,5,6.68,2,8.68,18.75,1.79,0,54,4,67.5,0,4
3012,SR2,0,5,11.68,2,13.68,9.37,1.79,0,54,4,67.5,0,4
3012,SR3+,0,5,13.68,2,15.68,5.36,1.79,0,54,4,67.5,0,4
3012,Transit,0,5,3.6,8.05,11.65,60,1.79,0,54,4,67.5,0,4
3012,Walk,0,5,0,0,36,0,1.79,0,54,4,67.5,0,4
3013,DA,1,4,34.24,6.5,40.74,334.92,19.78,0,59,3,55,1,1
3013,SR2,0,4,39.24,6.5,45.74,167.46,19.78,0,59,3,55,1,1
3013,SR3+,0,4,41.24,6.5,47.74,95.69,19.78,0,59,3,55,1,1
3013,Transit,0,4,46.31,15.77,62.08,282.26,19.78,0,59,3,55,1,1
3014,DA,1,3,32.74,5.5,38.24,404.46,18.95,0,25,3,55,1,1
3014,SR2,0,3,37.74,5.5,43.24,202.23,18.95,0,25,3,55,1,1
3014,SR3+,0,3,39.74,5.5,45.24,115.56,18.95,0,25,3,55,1,1
3015,DA,1,3,51.14,2,53.14,333.63,41.07,0,37,3,67.5,0,1
3015,SR2,0,3,56.24,2,58.24,166.81,41.07,0,37,3,67.5,0,1
3015,SR3+,0,3,58.24,2,60.24,95.32,41.07,0,37,3,67.5,0,1
3016,DA,1,6,6.68,2,8.68,17.96,1.79,1,43,6,47.5,0,3
3016,SR2,0,6,11.68,2,13.68,8.98,1.79,1,43,6,47.5,0,3
3016,SR3+,0,6,13.68,2,15.68,5.13,1.79,1,43,6,47.5,0,3
3016,Transit,0,6,6.44,17.53,23.97,60,1.79,1,43,6,47.5,0,3
3016,Bike,0,6,10.3,2,12.3,0,1.79,1,43,6,47.5,0,3
3016,Walk,0,6,0,0,36,0,1.79,1,43,6,47.5,0,3
3017,DA,0,4,34,6.5,40.5,329.52,19.14,0,40,1,42.5,1,1
3017,SR2,0,4,39.1,6.5,45.6,164.76,19.14,0,40,1,42.5,1,1
3017,SR3+,1,4,41.1,6.5,47.6,94.15,19.14,0,40,1,42.5,1,1
3017,Transit,0,4,42.76,13.97,56.73,287.15,19.14,0,40,1,42.5,1,1
3018,DA,0,4,33.84,6.5,40.34,329.43,19.15,0,52,2,87.5,1,1
3018,SR2,1,4,38.94,6.5,45.44,164.71,19.15,0,52,2,87.5,1,1
3018,SR3+,0,4,40.94,6.5,47.44,94.12,19.15,0,52,2,87.5,1,1
3018,Transit,0,4,39.48,10.87,50.35,244.15,19.15,0,52,2,87.5,1,1
3019,DA,1,6,6.96,2,8.96,29.39,3,1,35,4,67.5,0,2
3019,SR2,0,6,11.96,2,13.96,14.69,3,1,35,4,67.5,0,2
3019,SR3+,0,6,13.96,2,15.96,8.4,3,1,35,4,67.5,0,2
3019,Transit,0,6,11.91,23.44,35.35,60,3,1,35,4,67.5,0,2
3019,Bike,0,6,16.85,2,18.85,0,3,1,35,4,67.5,0,2
3019,Walk,0,6,0,0,62,0,3,1,35,4,67.5,0,2
3020,DA,1,3,35.4,5.5,40.9,416.75,19.97,0,35,4,67.5,1,2
3020,SR2,0,3,40.6,5.5,46.1,208.38,19.97,0,35,4,67.5,1,2
3020,SR3+,0,3,42.6,5.5,48.1,119.07,19.97,0,35,4,67.5,1,2
3021,DA,0,5,6.68,2,8.68,18.75,1.79,1,35,2,112.5,0,1
3021,SR2,1,5,11.68,2,13.68,9.37,1.79,1,35,2,112.5,0,1
3021,SR3+,0,5,13.68,2,15.68,5.36,1.79,1,35,2,112.5,0,1
3021,Transit,0,5,3.6,8.05,11.65,60,1.79,1,35,2,112.5,0,1
3021,Walk,0,5,0,0,36,0,1.79,1,35,2,112.5,0,1
3022,SR2,1,4,11.68,2,13.68,9.37,1.79,0,35,2,112.5,0,1
3022,SR3+,0,4,13.68,2,15.68,5.36,1.79,0,35,2,112.5,0,1
3022,Transit,0,4,3.6,8.05,11.65,60,1.79,0,35,2,112.5,0,1
3022,Walk,0,4,0,0,36,0,1.79,0,35,2,112.5,0,1
3023,DA,1,5,14.52,2,16.52,44.38,4.54,0,29,4,32.5,0,4
3023,SR2,0,5,19.52,2,21.52,22.19,4.54,0,29,4,32.5,0,4
3023,SR3+,0,5,21.52,2,23.52,12.68,4.54,0,29,4,32.5,0,4
3023,Transit,0,5,18.29,58.48,76.77,120,4.54,0,29,4,32.5,0,4
3023,Bike,0,5,25.45,2,27.45,0,4.54,0,29,4,32.5,0,4
3024,DA,1,5,10.98,5.5,16.48,70.28,7.8,1,39,1,42.5,0,1
3024,SR2,0,5,15.98,5.5,21.48,35.14,7.8,1,39,1,42.5,0,1
3024,SR3+,0,5,17.98,5.5,23.48,20.08,7.8,1,39,1,42.5,0,1
3024,Transit,0,5,15.46,29.4,44.86,145,7.8,1,39,1,42.5,0,1
3024,Bike,0,5,40.3,5.5,45.8,0,7.8,1,39,1,42.5,0,1
3025,DA,0,5,21.24,2.5,23.74,83.71,9.2,0,50,5,42.5,0,2.5
3025,SR2,1,5,26.24,2.5,28.74,41.86,9.2,0,50,5,42.5,0,2.5
3025,SR3+,0,5,28.24,2.5,30.74,23.92,9.2,0,50,5,42.5,0,2.5
3025,Transit,0,5,35.53,59.92,95.45,120,9.2,0,50,5,42.5,0,2.5
3025,Bike,0,5,48,2.5,50.5,0,9.2,0,50,5,42.5,0,2.5
3026,DA,1,4,22.56,2,24.56,93.48,10.4,0,36,2,37.5,0,2
3026,SR2,0,4,27.56,2,29.56,46.74,10.4,0,36,2,37.5,0,2
3026,SR3+,0,4,29.56,2,31.56,26.71,10.4,0,36,2,37.5,0,2
3026,Transit,0,4,47.2,26.87,74.07,332.15,10.4,0,36,2,37.5,0,2
3027,DA,0,5,8.94,2.5,11.44,36.01,3.85,1,33,2,17.5,0,2
3027,SR2,0,5,13.94,2.5,16.44,18.01,3.85,1,33,2,17.5,0,2
3027,SR3+,0,5,15.94,2.5,18.44,10.29,3.85,1,33,2,17.5,0,2
3027,Transit,1,5,15.77,24.64,40.41,60,3.85,1,33,2,17.5,0,2
3027,Walk,0,5,0,0,79.5,0,3.85,1,33,2,17.5,0,2
3028,DA,1,4,9.46,2,11.46,39.33,4.04,1,40,2,55,0,1
3028,SR2,0,4,14.46,2,16.46,19.66,4.04,1,40,2,55,0,1
3028,SR3+,0,4,16.46,2,18.46,11.24,4.04,1,40,2,55,0,1
3028,Transit,0,4,9.67,39,48.67,120,4.04,1,40,2,55,0,1
3029,DA,1,3,17.74,5.5,23.24,97.32,10.63,0,26,2,47.5,0,2
3029,SR2,0,3,22.74,5.5,28.24,48.66,10.63,0,26,2,47.5,0,2
3029,SR3+,0,3,24.74,5.5,30.24,27.8,10.63,0,26,2,47.5,0,2
3030,DA,1,5,14.92,2,16.92,45,5.24,1,42,2,32.5,0,1
3030,SR2,0,5,19.92,2,21.92,22.5,5.24,1,42,2,32.5,0,1
3030,SR3+,0,5,21.92,2,23.92,12.86,5.24,1,42,2,32.5,0,1
3030,Transit,0,5,13.95,58.24,72.19,120,5.24,1,42,2,32.5,0,1
3030,Bike,0,5,25.8,2,27.8,0,5.24,1,42,2,32.5,0,1
3031,DA,0,3,55.52,2,57.52,383.11,37.93,0,40,2,47.5,0,2
3031,SR2,0,3,60.72,2,62.72,191.55,37.93,0,40,2,47.5,0,2
3031,SR3+,1,3,62.72,2,64.72,109.46,37.93,0,40,2,47.5,0,2
3032,DA,1,3,43.84,2,45.84,330.18,31.76,1,55,2,17.5,0,2
3032,SR2,0,3,48.84,2,50.84,165.09,31.76,1,55,2,17.5,0,2
3032,SR3+,0,3,50.84,2,52.84,80.62,31.76,1,55,2,17.5,0,2
3033,DA,1,4,27.28,2,29.28,95.66,10.61,1,47,2,42.5,0,1
3033,SR2,0,4,32.28,2,34.28,47.83,10.61,1,47,2,42.5,0,1
3033,SR3+,0,4,34.28,2,36.28,27.33,10.61,1,47,2,42.5,0,1
3033,Transit,0,4,53.47,39.77,93.24,447.26,10.61,1,47,2,42.5,0,1
3034,DA,1,4,33.16,3.5,36.66,148.07,16.61,1,20,2,42.5,0,1
3034,SR2,0,4,38.26,3.5,41.76,74.03,16.61,1,20,2,42.5,0,1
3034,SR3+,0,4,40.26,3.5,43.76,42.3,16.61,1,20,2,42.5,0,1
3034,Transit,0,4,43.83,12.07,55.9,282.26,16.61,1,20,2,42.5,0,1
3035,DA,1,4,14.96,2.5,17.46,70.72,7.3,0,58,2,32.5,0,2
3035,SR2,0,4,19.96,2.5,22.46,35.36,7.3,0,58,2,32.5,0,2
3035,SR3+,0,4,21.96,2.5,24.46,20.21,7.3,0,58,2,32.5,0,2
3035,Transit,0,4,29.71,38.92,68.63,120,7.3,0,58,2,32.5,0,2
3036,DA,1,3,27.8,2,29.8,137.17,15.33,1,57,4,55,0,2
3036,SR2,0,3,32.8,2,34.8,68.58,15.33,1,57,4,55,0,2
3036,SR3+,0,3,34.8,2,36.8,39.19,15.33,1,57,4,55,0,2
3037,DA,1,3,25.14,2,27.14,186.87,21.05,0,30,2,55,0,1
3037,SR2,0,3,30.24,2,32.24,93.43,21.05,0,30,2,55,0,1
3037,SR3+,0,3,32.24,2,34.24,53.39,21.05,0,30,2,55,0,1
3038,DA,1,4,19.88,2.5,22.38,78.65,9.01,0,43,1,37.5,0,1
3038,SR2,0,4,24.98,2.5,27.48,39.33,9.01,0,43,1,37.5,0,1
3038,SR3+,0,4,26.98,2.5,29.48,22.47,9.01,0,43,1,37.5,0,1
3038,Transit,0,4,26.26,58.24,84.5,120,9.01,0,43,1,37.5,0,1
